Specie, Project, Run, Condition, Stress, Replicate, Level, Time, Cultivar, Tissue, Age/Dev-state, Genotype, Library
cume, SIMPLEPROJECTS, sample26, control, agrobacterium:cold:drought:hsvd:monosporascus:salt:shortday, 2, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample27, control, agrobacterium:cold:drought:hsvd:monosporascus:salt:shortday, 3, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample28, treated, cold, 1, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample29, treated, cold, 2, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample30, treated, cold, 3, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample31, treated, drought, 1, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample32, treated, drought, 2, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample33, treated, drought, 3, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample34, treated, salt, 1, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample35, treated, salt, 2, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample36, treated, salt, 3, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample37, treated, shortday, 1, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample38, treated, shortday, 2, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample39, treated, shortday, 3, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample40, treated, hsvd, 1, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample41, treated, hsvd, 2, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample42, treated, hsvd, 3, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample43, treated, monosporascus, 1, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample44, treated, monosporascus, 2, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample45, treated, monosporascus, 3, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample46, treated, agrobacterium, 1, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample47, treated, agrobacterium, 2, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample48, treated, agrobacterium, 3, L.0, Time2, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample49, control, agrobacterium:cold:drought:hsvd:monosporascus:salt:shortday, 1, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample50, control, agrobacterium:cold:drought:hsvd:monosporascus:salt:shortday, 2, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample51, control, agrobacterium:cold:drought:hsvd:monosporascus:salt:shortday, 3, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample52, control, agrobacterium:cold:drought:hsvd:monosporascus:salt:shortday, 4, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample53, treated, cold, 1, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample54, treated, cold, 2, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample55, treated, cold, 3, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample56, treated, drought, 1, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample57, treated, drought, 2, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample58, treated, drought, 3, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample59, treated, salt, 1, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample60, treated, salt, 2, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample61, treated, salt, 3, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample62, treated, shortday, 1, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample63, treated, shortday, 2, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample64, treated, shortday, 3, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample65, treated, hsvd, 1, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample66, treated, hsvd, 2, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample67, treated, hsvd, 3, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample68, treated, monosporascus, 1, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample69, treated, monosporascus, 2, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample70, treated, monosporascus, 3, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample71, treated, agrobacterium, 1, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
cume, SIMPLEPROJECTS, sample72, treated, agrobacterium, 2, L.0, Time3, PielDeSapo, leaves, D.0, G.0, single
